"gene","filtered_output2_260_WT_1_B2","filtered_output2_985_SOCS3_1_B2","filtered_output2_Tube1_SOCS3_2_B1","filtered_output2_Tube2_SOCS3_3_B1","filtered_output2_Tube3_WT_2_B1","filtered_output2_Tube4_WT_3_B1"
"ENSMUSG00000036815",14,4,1,4,1,0
"ENSMUSG00000036816",21,32,5,17,11,12
"ENSMUSG00000036817",1067,1328,1468,1374,1188,1208
"ENSMUSG00000036819",6,0,0,7,0,0
"ENSMUSG00000036820",459,490,493,439,396,461
"ENSMUSG00000036822",3105,3280,5947,3731,3832,4906
"ENSMUSG00000036825",10,11,12,2,5,16
"ENSMUSG00000036826",0,0,0,0,0,0
"ENSMUSG00000036832",169,171,135,139,135,38
"ENSMUSG00000036833",723,739,264,341,381,223
"ENSMUSG00000036834",0,1,0,0,1,0
"ENSMUSG00000036835",74,51,80,54,31,66
"ENSMUSG00000036840",0,0,0,0,0,0
"ENSMUSG00000036845",96,108,51,27,73,34
"ENSMUSG00000036850",39,95,26,17,21,5
"ENSMUSG00000036853",7,16,0,19,13,8
"ENSMUSG00000036854",123,132,111,89,80,51
"ENSMUSG00000036855",3,2,2,5,7,0
"ENSMUSG00000036856",75,123,3,12,25,13
"ENSMUSG00000036858",6,0,0,0,0,0
"ENSMUSG00000036860",8,0,0,4,0,10
"ENSMUSG00000036862",147,101,186,138,95,108
"ENSMUSG00000036863",0,3,5,1,13,1
"ENSMUSG00000036864",414,491,474,337,450,324
"ENSMUSG00000036867",7,10,21,30,14,5
"ENSMUSG00000036872",0,0,0,0,0,0
"ENSMUSG00000036873",1017,1245,2355,2497,2614,3013
"ENSMUSG00000036875",362,442,386,355,342,314
"ENSMUSG00000036879",546,589,222,409,290,178
"ENSMUSG00000036880",6,3,41,4,13,0
"ENSMUSG00000036882",606,576,667,565,673,532
"ENSMUSG00000036885",30,15,38,32,28,51
"ENSMUSG00000036887",0,0,3,0,0,0
"ENSMUSG00000036890",297,297,211,298,201,222
"ENSMUSG00000036892",772,858,1545,1031,966,1113
"ENSMUSG00000036893",13,38,10,46,55,10
"ENSMUSG00000036894",14,16,14,10,11,17
"ENSMUSG00000036896",0,0,0,6,0,0
"ENSMUSG00000036898",795,963,779,701,654,682
"ENSMUSG00000036899",24,0,0,0,2,0
"ENSMUSG00000036902",0,1,0,0,0,0
"ENSMUSG00000036904",1052,1727,2598,2909,3152,2355
"ENSMUSG00000036905",2,0,0,7,4,0
"ENSMUSG00000036907",14,24,10,8,8,0
"ENSMUSG00000036908",17,18,64,32,14,8
"ENSMUSG00000036912",52,139,138,126,71,90
"ENSMUSG00000036913",1176,1622,468,1238,1016,687
"ENSMUSG00000036915",84,130,56,40,46,67
"ENSMUSG00000036916",3,0,0,0,6,0
"ENSMUSG00000036918",472,542,546,495,603,610
"ENSMUSG00000036921",605,573,708,566,521,770
"ENSMUSG00000036923",15849,16053,20617,14409,14251,18969
"ENSMUSG00000036924",0,7,1,0,5,6
"ENSMUSG00000036925",0,0,0,0,0,0
"ENSMUSG00000036928",238,309,117,142,140,97
"ENSMUSG00000036931",140,229,68,122,128,79
"ENSMUSG00000036932",0,0,0,0,0,0
"ENSMUSG00000036934",0,0,0,0,0,0
"ENSMUSG00000036938",0,0,0,0,0,0
"ENSMUSG00000036940",268,369,257,198,281,191
"ENSMUSG00000036941",2,1,0,7,3,3
"ENSMUSG00000036943",117,106,72,61,39,114
"ENSMUSG00000036944",0,6,0,0,0,3
"ENSMUSG00000036948",2945,3293,3526,2205,2035,3077
"ENSMUSG00000036949",21,20,24,45,19,4
"ENSMUSG00000036951",0,0,0,0,0,0
"ENSMUSG00000036955",11,3,0,1,1,22
"ENSMUSG00000036957",19,22,5,22,5,8
"ENSMUSG00000036958",0,0,0,1,0,0
"ENSMUSG00000036959",0,0,0,0,0,0
"ENSMUSG00000036960",11,3,2,0,3,0
"ENSMUSG00000036961",2,3,0,0,0,0
"ENSMUSG00000036962",17,6,17,25,13,2
"ENSMUSG00000036964",52,84,52,43,42,11
"ENSMUSG00000036966",1,12,0,8,0,0
"ENSMUSG00000036968",76,87,138,73,52,83
"ENSMUSG00000036972",2,1,1,4,2,0
"ENSMUSG00000036975",157,175,101,123,98,167
"ENSMUSG00000036977",1077,703,1024,173,305,626
"ENSMUSG00000036980",1840,1651,2220,1790,1523,2245
"ENSMUSG00000036983",3,0,0,5,4,0
"ENSMUSG00000036985",0,0,0,0,0,0
"ENSMUSG00000036986",696,1382,1481,1515,1557,1636
"ENSMUSG00000036989",3,5,12,14,8,20
"ENSMUSG00000036990",115,137,19,38,27,7
"ENSMUSG00000036992",18,56,10,11,41,12
"ENSMUSG00000036995",1776,1814,2263,1878,1508,1841
"ENSMUSG00000037001",0,0,0,0,2,0
"ENSMUSG00000037003",12,0,16,0,1,0
"ENSMUSG00000037005",0,0,0,0,0,0
"ENSMUSG00000037007",325,369,307,333,355,309
"ENSMUSG00000037010",1,2,0,2,3,0
"ENSMUSG00000037012",31,20,15,26,13,27
"ENSMUSG00000037013",670,939,878,705,736,621
"ENSMUSG00000037014",1,6,0,4,7,0
"ENSMUSG00000037016",319,469,498,384,467,369
"ENSMUSG00000037017",138,138,85,87,88,71
"ENSMUSG00000037020",164,168,54,88,69,89
"ENSMUSG00000037022",48,70,58,88,150,36
"ENSMUSG00000037025",0,0,0,0,0,0
"ENSMUSG00000037028",101,149,28,36,43,26
"ENSMUSG00000037029",118,124,31,57,83,42
"ENSMUSG00000037031",7,15,0,0,7,7
"ENSMUSG00000037032",0,0,0,0,0,0
"ENSMUSG00000037033",306,539,137,387,232,116
"ENSMUSG00000037034",0,0,0,0,0,0
"ENSMUSG00000037035",0,0,0,0,0,0
"ENSMUSG00000037049",0,0,0,0,0,0
"ENSMUSG00000037053",0,0,0,0,0,0
"ENSMUSG00000037058",17,18,3,5,15,0
"ENSMUSG00000037060",0,0,0,0,0,0
"ENSMUSG00000037062",17,35,33,49,28,22
"ENSMUSG00000037070",60,83,86,130,87,86
"ENSMUSG00000037071",762,798,887,849,1387,1108
"ENSMUSG00000037072",16,14,0,0,0,0
"ENSMUSG00000037075",138,225,68,261,119,31
"ENSMUSG00000037085",30,61,41,43,31,13
"ENSMUSG00000037086",0,0,0,0,0,0
"ENSMUSG00000037089",6,0,0,0,2,0
"ENSMUSG00000037095",161,170,105,234,152,210
"ENSMUSG00000037098",480,524,417,625,356,341
"ENSMUSG00000037101",201,260,197,188,212,184
"ENSMUSG00000037103",110,111,69,139,109,28
"ENSMUSG00000037104",4612,5310,4483,3904,4145,4037
"ENSMUSG00000037106",1588,1404,2031,1808,1470,1576
"ENSMUSG00000037108",221,303,463,274,260,313
"ENSMUSG00000037110",908,916,274,445,486,239
"ENSMUSG00000037111",1943,2200,2321,1949,1833,1638
"ENSMUSG00000037112",719,808,975,825,663,800
"ENSMUSG00000037119",6,46,67,60,34,0
"ENSMUSG00000037124",0,0,0,0,0,0
"ENSMUSG00000037126",8141,7531,14425,10507,10409,8760
"ENSMUSG00000037129",1512,1684,1170,1113,1008,897
"ENSMUSG00000037130",0,0,0,0,2,0
"ENSMUSG00000037134",0,0,0,0,0,0
"ENSMUSG00000037138",1167,1227,308,633,622,365
"ENSMUSG00000037139",224,174,148,127,105,147
"ENSMUSG00000037140",37,35,44,23,10,25
"ENSMUSG00000037143",1344,1929,1954,2794,1976,1531
"ENSMUSG00000037145",0,0,0,0,0,0
"ENSMUSG00000037148",3,4,1,0,3,0
"ENSMUSG00000037149",334,336,260,270,317,267
"ENSMUSG00000037151",30,25,0,18,20,30
"ENSMUSG00000037152",245,413,87,208,198,107
"ENSMUSG00000037157",89,74,14,16,45,50
"ENSMUSG00000037159",89,117,46,49,70,30
"ENSMUSG00000037161",603,866,261,458,411,220
"ENSMUSG00000037166",812,652,672,367,503,611
"ENSMUSG00000037167",122,165,177,130,154,123
"ENSMUSG00000037169",0,0,0,1,0,0
"ENSMUSG00000037171",10,24,5,7,9,5
"ENSMUSG00000037172",466,594,411,434,331,367
"ENSMUSG00000037174",391,472,602,696,575,490
"ENSMUSG00000037185",1857,2231,945,993,1196,798
"ENSMUSG00000037188",415,669,307,656,494,297
"ENSMUSG00000037190",6,10,0,6,0,13
"ENSMUSG00000037196",8,15,0,9,4,2
"ENSMUSG00000037197",583,465,562,511,508,484
"ENSMUSG00000037202",707,959,402,554,490,270
"ENSMUSG00000037204",91,138,28,63,37,32
"ENSMUSG00000037206",0,0,0,0,0,0
"ENSMUSG00000037210",2512,2708,3015,2599,2090,2424
"ENSMUSG00000037211",6,2,0,14,0,3
"ENSMUSG00000037214",33,45,1,25,13,0
"ENSMUSG00000037216",1,5,0,0,0,0
"ENSMUSG00000037217",4,4,4,4,0,3
"ENSMUSG00000037221",38,51,29,53,40,12
"ENSMUSG00000037224",2568,2714,3094,2814,2636,2637
"ENSMUSG00000037225",276,352,91,147,129,77
"ENSMUSG00000037234",10,16,3,7,0,8
"ENSMUSG00000037235",1461,1961,988,994,929,614
"ENSMUSG00000037236",114,154,261,175,201,117
"ENSMUSG00000037239",25,24,18,19,16,11
"ENSMUSG00000037242",15,7,9,13,4,15
"ENSMUSG00000037243",358,230,291,194,159,244
"ENSMUSG00000037246",25,14,0,5,13,0
"ENSMUSG00000037251",0,0,0,0,0,0
"ENSMUSG00000037253",6,4,5,1,3,0
"ENSMUSG00000037254",74,193,90,129,326,26
"ENSMUSG00000037257",13,43,0,21,17,7
"ENSMUSG00000037259",23,67,47,16,13,51
"ENSMUSG00000037260",0,1,6,0,0,0
"ENSMUSG00000037262",64,116,60,95,192,39
"ENSMUSG00000037263",289,324,631,531,414,460
"ENSMUSG00000037266",189,310,33,122,77,55
"ENSMUSG00000037270",5431,5966,5366,5377,4661,4510
"ENSMUSG00000037275",4526,4679,5463,4636,3731,3941
"ENSMUSG00000037278",0,0,0,0,0,0
"ENSMUSG00000037279",0,0,1,14,0,19
"ENSMUSG00000037280",3198,3141,5189,3859,3443,4700
"ENSMUSG00000037286",1299,1794,304,884,739,445
"ENSMUSG00000037287",16,39,3,8,21,5
"ENSMUSG00000037295",2939,3533,4787,3230,3236,3940
"ENSMUSG00000037296",0,0,0,0,0,0
"ENSMUSG00000037300",311,398,291,328,259,191
"ENSMUSG00000037306",14,66,22,16,25,6
"ENSMUSG00000037307",189,200,69,90,93,123
"ENSMUSG00000037313",579,871,387,509,390,277
"ENSMUSG00000037315",1177,1424,1451,1273,967,1233
"ENSMUSG00000037316",0,0,0,0,0,0
"ENSMUSG00000037318",8,0,0,2,0,0
"ENSMUSG00000037321",51,47,55,40,18,35
"ENSMUSG00000037325",40,49,58,36,52,16
"ENSMUSG00000037326",276,236,149,142,168,195
"ENSMUSG00000037331",18,2,9,0,9,1
"ENSMUSG00000037334",0,0,3,0,0,0
"ENSMUSG00000037335",34,34,0,13,31,25
"ENSMUSG00000037336",664,732,467,415,455,403
"ENSMUSG00000037337",74,183,60,110,47,49
"ENSMUSG00000037339",566,624,837,694,637,597
"ENSMUSG00000037341",32,41,9,28,4,10
"ENSMUSG00000037343",103,146,3,75,87,12
"ENSMUSG00000037344",801,957,803,736,776,592
"ENSMUSG00000037346",0,1,0,0,0,0
"ENSMUSG00000037347",0,0,0,0,0,0
"ENSMUSG00000037348",23,12,0,12,9,7
"ENSMUSG00000037349",30,31,26,24,8,0
"ENSMUSG00000037351",11,7,1,13,17,1
"ENSMUSG00000037353",20,32,12,3,40,18
"ENSMUSG00000037355",7,4,0,0,12,0
"ENSMUSG00000037358",190,234,99,172,186,68
"ENSMUSG00000037361",615,534,582,392,436,565
"ENSMUSG00000037362",0,0,0,5,0,0
"ENSMUSG00000037363",1196,1543,1386,1155,1139,1089
"ENSMUSG00000037364",6111,6452,8153,4985,5332,5920
"ENSMUSG00000037366",635,733,543,532,383,619
"ENSMUSG00000037369",6,5,1,0,2,0
"ENSMUSG00000037370",65,151,16,81,69,54
"ENSMUSG00000037373",453,580,287,430,373,349
"ENSMUSG00000037375",16,19,0,17,26,12
"ENSMUSG00000037376",33,25,6,3,0,0
"ENSMUSG00000037379",1268,1165,1755,1559,1352,1346
"ENSMUSG00000037386",102,75,72,121,69,56
"ENSMUSG00000037390",105,150,41,28,68,52
"ENSMUSG00000037393",0,0,0,0,1,0
"ENSMUSG00000037395",304,301,254,284,262,300
"ENSMUSG00000037400",2582,2836,2528,2294,2135,2212
"ENSMUSG00000037405",1128,1336,1093,674,797,931
"ENSMUSG00000037406",51,222,51,75,110,50
"ENSMUSG00000037408",207,190,216,210,156,154
"ENSMUSG00000037410",1195,1391,899,1035,954,614
"ENSMUSG00000037411",14,15,0,8,5,3
"ENSMUSG00000037415",1,0,0,0,2,0
"ENSMUSG00000037416",7554,8732,5866,7337,5989,5924
"ENSMUSG00000037418",193,199,122,99,52,48
"ENSMUSG00000037419",58,85,7,31,41,18
"ENSMUSG00000037424",0,0,0,0,0,0
"ENSMUSG00000037426",256,266,136,123,116,97
"ENSMUSG00000037428",354,331,1404,1331,818,1495
"ENSMUSG00000037432",557,689,412,343,306,410
"ENSMUSG00000037434",0,6,0,1,0,0
"ENSMUSG00000037437",1,17,1,0,0,4
"ENSMUSG00000037440",154,89,98,115,89,81
"ENSMUSG00000037443",1934,1980,2608,1796,1458,2252
"ENSMUSG00000037446",33,54,12,46,58,22
"ENSMUSG00000037447",1884,2252,1811,1853,1748,1565
"ENSMUSG00000037451",15,3,4,3,13,0
"ENSMUSG00000037455",0,0,0,0,0,0
"ENSMUSG00000037458",5632,6625,9091,6905,6971,7282
"ENSMUSG00000037461",4027,3857,5196,3458,3492,4286
"ENSMUSG00000037463",2522,2679,3641,2522,2409,2342
"ENSMUSG00000037465",6203,7059,11093,8727,9017,8343
"ENSMUSG00000037466",1025,1166,1737,1447,1294,1470
"ENSMUSG00000037469",1392,1204,2182,1731,1521,1815
"ENSMUSG00000037470",2939,3054,2811,2363,2132,2495
"ENSMUSG00000037474",749,976,871,604,670,583
"ENSMUSG00000037475",2,1,1,3,0,1
"ENSMUSG00000037477",42,36,26,11,22,0
"ENSMUSG00000037482",0,0,0,0,0,0
"ENSMUSG00000037486",1787,1915,1896,1632,1445,1552
"ENSMUSG00000037487",8437,10141,11528,10327,9528,9818
"ENSMUSG00000037490",0,0,0,0,0,0
"ENSMUSG00000037492",13,16,8,4,14,4
"ENSMUSG00000037493",30,59,3,24,19,8
"ENSMUSG00000037499",76,66,27,34,32,50
"ENSMUSG00000037503",250,253,170,142,130,98
"ENSMUSG00000037509",185,202,134,197,121,77
"ENSMUSG00000037514",149,151,124,134,139,145
"ENSMUSG00000037519",4,0,0,0,1,0
"ENSMUSG00000037523",2058,1583,2566,2504,1368,1965
"ENSMUSG00000037525",508,777,735,655,452,560
"ENSMUSG00000037526",0,4,0,1,0,3
"ENSMUSG00000037529",0,0,0,0,0,0
"ENSMUSG00000037531",1,1,0,4,0,0
"ENSMUSG00000037533",3604,5142,2631,3458,2869,2247
"ENSMUSG00000037536",99,136,49,73,77,41
"ENSMUSG00000037537",1109,871,1256,1011,899,1136
"ENSMUSG00000037541",307,301,363,370,293,394
"ENSMUSG00000037542",2,0,0,0,0,0
"ENSMUSG00000037544",67,115,85,124,80,64
"ENSMUSG00000037548",17,16,12,19,5,25
"ENSMUSG00000037552",0,1,12,0,0,1
"ENSMUSG00000037553",272,219,71,190,146,105
"ENSMUSG00000037563",0,0,0,0,0,0
"ENSMUSG00000037568",0,0,0,0,0,0
"ENSMUSG00000037570",31,67,12,39,58,15
"ENSMUSG00000037572",1261,1974,515,1075,805,531
"ENSMUSG00000037573",378,427,231,496,355,230
"ENSMUSG00000037577",672,429,492,259,270,370
"ENSMUSG00000037578",412,475,407,283,351,378
"ENSMUSG00000037579",82,121,43,57,60,27
"ENSMUSG00000037580",788,723,745,480,532,585
"ENSMUSG00000037583",8,11,10,15,6,26
"ENSMUSG00000037593",7074,5900,11956,7974,7526,10253
"ENSMUSG00000037594",269,632,694,635,739,541
"ENSMUSG00000037600",239,323,350,327,290,319
"ENSMUSG00000037601",0,3,6,0,5,0
"ENSMUSG00000037605",38,79,47,28,24,49
"ENSMUSG00000037606",1955,2716,655,1474,866,769
"ENSMUSG00000037608",187,384,107,184,142,102
"ENSMUSG00000037610",0,0,0,1,0,0
"ENSMUSG00000037613",357,545,82,265,143,132
"ENSMUSG00000037617",426,464,250,358,288,306
"ENSMUSG00000037621",23,11,11,16,13,8
"ENSMUSG00000037622",587,1068,283,611,556,388
"ENSMUSG00000037624",91,121,33,48,97,40
"ENSMUSG00000037625",0,0,0,0,0,0
"ENSMUSG00000037627",1,8,0,0,18,0
"ENSMUSG00000037628",39,146,21,102,74,52
"ENSMUSG00000037636",211,328,52,109,79,37
"ENSMUSG00000037638",481,565,662,422,390,482
"ENSMUSG00000037640",930,858,702,368,336,454
"ENSMUSG00000037643",1958,2513,2743,3174,2632,1993
"ENSMUSG00000037646",11733,12939,10332,9607,8226,9551
"ENSMUSG00000037649",53,68,52,5,21,82
"ENSMUSG00000037652",1011,1051,458,498,491,500
"ENSMUSG00000037653",0,0,0,0,0,0
"ENSMUSG00000037656",164,133,68,17,19,44
"ENSMUSG00000037660",19,25,16,10,3,5
"ENSMUSG00000037661",538,604,366,404,329,399
"ENSMUSG00000037664",457,324,97,110,114,151
"ENSMUSG00000037669",281,404,171,180,120,148
"ENSMUSG00000037674",63,65,41,13,37,25
"ENSMUSG00000037679",15,11,17,17,7,23
"ENSMUSG00000037681",120,120,25,29,70,49
"ENSMUSG00000037683",25,28,9,12,11,14
"ENSMUSG00000037685",1645,1717,558,725,614,582
"ENSMUSG00000037686",0,0,0,0,0,0
"ENSMUSG00000037689",0,0,0,0,0,0
"ENSMUSG00000037692",4050,3901,4726,3033,3022,3891
"ENSMUSG00000037697",1,1,8,6,6,6
"ENSMUSG00000037703",353,563,99,257,166,125
"ENSMUSG00000037705",640,640,789,564,508,628
"ENSMUSG00000037706",41,82,12,12,18,18
"ENSMUSG00000037708",7,2,3,0,1,2
"ENSMUSG00000037709",152,168,24,88,45,70
"ENSMUSG00000037710",0,0,0,0,8,0
"ENSMUSG00000037712",74,69,111,82,63,53
"ENSMUSG00000037716",100,110,37,76,55,74
"ENSMUSG00000037720",158,162,101,102,109,82
"ENSMUSG00000037722",262,245,91,176,131,141
"ENSMUSG00000037725",2058,2297,2481,2103,2074,2064
"ENSMUSG00000037727",267,278,312,291,224,242
"ENSMUSG00000037730",0,0,0,0,0,0
"ENSMUSG00000037731",362,291,473,418,277,267
"ENSMUSG00000037736",178,260,271,260,284,219
"ENSMUSG00000037737",0,0,0,0,0,0
"ENSMUSG00000037738",710,813,996,1000,845,843
"ENSMUSG00000037740",116,136,44,60,72,28
"ENSMUSG00000037742",5,0,0,0,3,9
"ENSMUSG00000037747",8,3,1,22,11,0
"ENSMUSG00000037750",315,467,191,293,222,171
"ENSMUSG00000037752",153,86,142,89,134,79
"ENSMUSG00000037754",4,17,28,11,2,0
"ENSMUSG00000037759",70,87,61,27,46,29
"ENSMUSG00000037761",473,678,414,367,357,389
"ENSMUSG00000037762",189,260,36,113,89,86
"ENSMUSG00000037771",287,229,286,325,278,281
"ENSMUSG00000037772",224,247,329,190,239,200
"ENSMUSG00000037773",12,2,10,4,6,0
"ENSMUSG00000037780",61,58,21,50,39,36
"ENSMUSG00000037784",941,1028,674,709,634,579
"ENSMUSG00000037787",65,91,27,39,33,22
"ENSMUSG00000037788",703,689,1065,826,817,1015
"ENSMUSG00000037790",0,0,0,0,0,0
"ENSMUSG00000037791",24,3,19,8,18,7
"ENSMUSG00000037795",54,135,70,115,76,113
"ENSMUSG00000037797",8,33,35,15,25,30
"ENSMUSG00000037798",24,19,4,29,1,7
"ENSMUSG00000037801",121,117,26,55,60,47
"ENSMUSG00000037805",0,0,0,0,0,0
"ENSMUSG00000037808",281,263,68,164,132,96
"ENSMUSG00000037813",724,772,574,489,527,537
"ENSMUSG00000037815",221,384,22,221,131,82
"ENSMUSG00000037816",0,0,0,8,0,0
"ENSMUSG00000037818",380,608,177,213,268,118
"ENSMUSG00000037820",24,48,18,21,25,7
"ENSMUSG00000037822",4469,5040,5251,4520,3961,4435
"ENSMUSG00000037824",3,4,0,0,0,0
"ENSMUSG00000037826",4,14,10,25,14,2
"ENSMUSG00000037833",1,3,0,0,0,6
"ENSMUSG00000037843",36,31,20,30,17,40
"ENSMUSG00000037845",36,28,38,56,40,35
"ENSMUSG00000037846",7,29,17,21,9,19
"ENSMUSG00000037847",1192,1230,399,854,721,575
"ENSMUSG00000037849",1,2,0,5,2,0
"ENSMUSG00000037851",0,0,0,0,0,0
"ENSMUSG00000037852",0,0,0,0,5,0
"ENSMUSG00000037855",3,18,0,18,2,0
"ENSMUSG00000037857",746,878,426,581,544,393
"ENSMUSG00000037860",183,141,62,56,26,67
"ENSMUSG00000037868",0,0,1,6,0,0
"ENSMUSG00000037872",0,0,1,1,0,0
"ENSMUSG00000037876",1816,2006,1274,1652,1462,1224
"ENSMUSG00000037885",0,0,0,13,2,0
"ENSMUSG00000037887",411,556,147,144,180,79
"ENSMUSG00000037890",6636,6312,7362,6099,6452,6797
"ENSMUSG00000037892",0,0,0,0,0,0
"ENSMUSG00000037894",0,0,0,8,0,0
"ENSMUSG00000037896",847,944,576,556,518,543
"ENSMUSG00000037902",7,8,8,26,0,12
"ENSMUSG00000037904",77,105,58,72,26,45
"ENSMUSG00000037905",63,202,35,50,46,34
"ENSMUSG00000037907",768,913,157,530,358,243
"ENSMUSG00000037913",86,54,93,114,80,53
"ENSMUSG00000037916",1611,1730,1863,1879,1640,1918
"ENSMUSG00000037921",0,0,0,0,0,0
"ENSMUSG00000037922",0,0,1,0,2,0
"ENSMUSG00000037924",0,1,0,0,0,0
"ENSMUSG00000037926",3038,3903,1070,2089,1578,1257
"ENSMUSG00000037933",585,1135,1001,1509,1456,993
"ENSMUSG00000037935",0,0,2,3,0,0
"ENSMUSG00000037936",119,72,115,95,80,82
"ENSMUSG00000037938",120,108,55,75,104,45
"ENSMUSG00000037940",188,192,225,148,145,138
"ENSMUSG00000037942",30,49,26,51,34,5
"ENSMUSG00000037944",7,31,0,6,2,14
"ENSMUSG00000037946",390,452,421,386,281,256
"ENSMUSG00000037949",28,50,2,7,7,10
"ENSMUSG00000037953",199,264,148,168,153,152
"ENSMUSG00000037957",316,414,133,223,178,82
"ENSMUSG00000037958",97,94,152,86,127,99
"ENSMUSG00000037960",170,144,164,117,104,66
"ENSMUSG00000037962",100,180,13,96,84,47
"ENSMUSG00000037965",11725,14381,12531,12458,10810,10084
"ENSMUSG00000037966",120,152,49,76,58,28
"ENSMUSG00000037971",26,27,20,41,36,23
"ENSMUSG00000037972",9,32,30,30,44,7
"ENSMUSG00000037973",1,0,0,0,0,0
"ENSMUSG00000037974",199,224,128,314,251,208
"ENSMUSG00000037977",2,7,0,0,2,0
"ENSMUSG00000037979",4,0,5,0,0,4
"ENSMUSG00000037984",8,12,4,9,9,6
"ENSMUSG00000037989",2644,3054,3154,2622,2501,2134
"ENSMUSG00000037990",85,55,30,115,56,21
"ENSMUSG00000037991",63,155,14,59,26,36
"ENSMUSG00000037992",428,441,427,411,371,303
"ENSMUSG00000037993",1,0,0,0,0,0
"ENSMUSG00000037994",0,0,0,0,0,0
"ENSMUSG00000037995",1320,1623,2795,2375,1913,1982
"ENSMUSG00000037996",70,125,88,76,121,123
"ENSMUSG00000037997",634,700,279,317,344,243
"ENSMUSG00000037999",109,87,24,30,38,44
"ENSMUSG00000038000",356,366,238,300,294,257
"ENSMUSG00000038002",955,1016,810,840,850,850
"ENSMUSG00000038005",261,225,108,174,158,178
"ENSMUSG00000038007",999,1022,990,972,856,874
"ENSMUSG00000038009",7,4,4,6,2,0
"ENSMUSG00000038010",1717,2387,457,1657,858,613
"ENSMUSG00000038011",796,860,1098,776,842,908
"ENSMUSG00000038013",755,698,793,520,655,617
"ENSMUSG00000038014",16,0,1,15,7,0
"ENSMUSG00000038015",63,120,28,20,14,33
"ENSMUSG00000038020",442,461,611,502,601,608
"ENSMUSG00000038022",66,104,20,67,31,41
"ENSMUSG00000038023",7,0,0,0,5,0
"ENSMUSG00000038024",384,568,158,321,200,139
"ENSMUSG00000038025",1227,1256,1447,1185,1099,1403
"ENSMUSG00000038026",1035,1052,804,809,758,680
"ENSMUSG00000038028",13,21,1,9,21,23
"ENSMUSG00000038034",1067,1011,1753,1423,1264,1406
"ENSMUSG00000038037",388,537,140,215,172,147
"ENSMUSG00000038039",0,0,0,0,0,0
"ENSMUSG00000038042",0,0,0,0,0,0
"ENSMUSG00000038044",0,0,3,0,0,0
"ENSMUSG00000038045",0,0,0,0,0,0
"ENSMUSG00000038046",231,259,155,173,103,139
"ENSMUSG00000038047",0,1,0,0,1,0
"ENSMUSG00000038048",53,40,66,52,45,32
"ENSMUSG00000038055",0,0,0,0,0,0
"ENSMUSG00000038056",1403,1938,502,736,593,648
"ENSMUSG00000038057",23,22,11,14,3,0
"ENSMUSG00000038058",957,735,766,623,625,615
"ENSMUSG00000038059",73,111,151,106,99,71
"ENSMUSG00000038060",719,1317,159,644,470,416
"ENSMUSG00000038064",0,0,0,0,0,0
"ENSMUSG00000038065",7,16,0,6,8,0
"ENSMUSG00000038067",0,0,0,0,0,0
"ENSMUSG00000038068",1,0,0,0,0,0
"ENSMUSG00000038069",0,0,0,0,0,0
"ENSMUSG00000038070",386,395,240,325,314,288
"ENSMUSG00000038071",390,367,386,347,280,236
"ENSMUSG00000038072",939,1222,157,471,352,212
"ENSMUSG00000038074",0,0,0,10,1,0
"ENSMUSG00000038077",11,19,1,26,16,0
"ENSMUSG00000038079",14,14,13,1,16,4
"ENSMUSG00000038080",492,505,352,358,365,318
"ENSMUSG00000038084",15,13,2,2,4,8
"ENSMUSG00000038085",3028,3615,3671,2705,2824,2647
"ENSMUSG00000038086",10,14,26,43,28,21
"ENSMUSG00000038092",0,0,0,0,0,0
"ENSMUSG00000038094",2,8,0,7,0,0
"ENSMUSG00000038095",685,851,624,813,640,509
"ENSMUSG00000038102",581,1064,221,621,422,157
"ENSMUSG00000038112",1,1,1,0,1,1
"ENSMUSG00000038115",47,41,64,52,114,70
"ENSMUSG00000038116",3203,3380,3242,2824,2919,2637
"ENSMUSG00000038119",3,6,0,1,0,0
"ENSMUSG00000038121",15,43,17,5,12,20
"ENSMUSG00000038122",85,103,16,99,48,65
"ENSMUSG00000038126",3983,4165,4896,3519,3444,3851
"ENSMUSG00000038127",0,0,0,0,0,0
"ENSMUSG00000038128",11,26,10,9,10,4
"ENSMUSG00000038132",7,3,8,3,3,7
"ENSMUSG00000038135",47,56,4,32,22,48
"ENSMUSG00000038141",142,156,135,148,106,87
"ENSMUSG00000038143",175,242,112,194,166,171
"ENSMUSG00000038145",72,147,91,128,106,90
"ENSMUSG00000038146",1274,1353,1181,884,902,1082
"ENSMUSG00000038147",473,477,452,365,267,439
"ENSMUSG00000038148",0,0,3,0,3,0
"ENSMUSG00000038150",155,132,26,39,48,50
"ENSMUSG00000038151",373,369,57,213,163,111
"ENSMUSG00000038155",0,0,0,3,0,2
"ENSMUSG00000038156",790,1017,324,416,512,308
"ENSMUSG00000038160",4,13,0,3,0,0
"ENSMUSG00000038167",2608,2869,3773,2856,2902,3093
"ENSMUSG00000038168",4,5,0,9,7,0
"ENSMUSG00000038170",1037,1193,947,962,892,738
"ENSMUSG00000038172",48,32,13,26,45,13
"ENSMUSG00000038173",399,368,415,333,288,314
"ENSMUSG00000038174",484,603,462,536,418,402
"ENSMUSG00000038175",195,145,89,64,69,62
"ENSMUSG00000038178",3058,3331,4385,3747,3339,2937
"ENSMUSG00000038179",283,294,611,344,512,331
"ENSMUSG00000038180",492,482,478,441,340,336
"ENSMUSG00000038181",3,4,4,10,0,0
